page_id,page_type,original_size,compressed_size,compression_ratio,label,stage1_pred,feat_distinct,feat_max_freq_ratio,feat_zero_ratio,feat_run_count
rand_0030.bin,rand,4096,4119,1.005615234375,incompressible,compressible,101,0.03125,0.0078125,0
rand_0031.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.03125,0.0,1
rand_0032.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.015625,0
rand_0033.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.0,0
rand_0034.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.0,0
rand_0035.bin,rand,4096,4119,1.005615234375,incompressible,compressible,91,0.03125,0.0,0
rand_0036.bin,rand,4096,4119,1.005615234375,incompressible,compressible,98,0.03125,0.0078125,0
rand_0037.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.0,0
rand_0038.bin,rand,4096,4119,1.005615234375,incompressible,compressible,95,0.03125,0.0,1
rand_0039.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.0,0
rand_0040.bin,rand,4096,4119,1.005615234375,incompressible,compressible,98,0.0390625,0.0078125,1
rand_0041.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.03125,0.0078125,0
rand_0042.bin,rand,4096,4119,1.005615234375,incompressible,compressible,98,0.0234375,0.0078125,0
rand_0043.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,106,0.0234375,0.0,1
rand_0044.bin,rand,4096,4119,1.005615234375,incompressible,compressible,102,0.0390625,0.0,1
rand_0045.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,104,0.0234375,0.0078125,1
rand_0046.bin,rand,4096,4119,1.005615234375,incompressible,compressible,98,0.0234375,0.0,0
rand_0047.bin,rand,4096,4119,1.005615234375,incompressible,compressible,101,0.03125,0.0,0
rand_0048.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,105,0.0234375,0.0,0
rand_0049.bin,rand,4096,4119,1.005615234375,incompressible,compressible,92,0.03125,0.0078125,1
rand_0050.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,105,0.0234375,0.0078125,0
rand_0051.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.03125,0.0078125,1
rand_0052.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,106,0.0234375,0.0,1
rand_0053.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,108,0.0234375,0.015625,0
rand_0054.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,105,0.0234375,0.0078125,0
rand_0055.bin,rand,4096,4119,1.005615234375,incompressible,compressible,101,0.03125,0.0078125,0
rand_0056.bin,rand,4096,4119,1.005615234375,incompressible,compressible,104,0.03125,0.0,0
rand_0057.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.0,0
rand_0058.bin,rand,4096,4119,1.005615234375,incompressible,compressible,106,0.03125,0.0078125,1
rand_0059.bin,rand,4096,4119,1.005615234375,incompressible,compressible,102,0.03125,0.0,0
rand_0060.bin,rand,4096,4119,1.005615234375,incompressible,compressible,98,0.0234375,0.015625,0
rand_0061.bin,rand,4096,4119,1.005615234375,incompressible,compressible,96,0.03125,0.0078125,0
rand_0062.bin,rand,4096,4119,1.005615234375,incompressible,compressible,95,0.0390625,0.0,0
rand_0063.bin,rand,4096,4119,1.005615234375,incompressible,compressible,106,0.046875,0.0,2
rand_0064.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,106,0.0234375,0.0,0
rand_0065.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,106,0.0234375,0.0,0
rand_0066.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,100,0.0234375,0.0078125,1
rand_0067.bin,rand,4096,4119,1.005615234375,incompressible,compressible,106,0.0390625,0.015625,2
rand_0068.bin,rand,4096,4119,1.005615234375,incompressible,compressible,98,0.0234375,0.0078125,0
rand_0069.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,103,0.0234375,0.0078125,0
rand_0070.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.0078125,0
rand_0071.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.0,2
rand_0072.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.0,1
rand_0073.bin,rand,4096,4119,1.005615234375,incompressible,compressible,102,0.03125,0.0,1
rand_0074.bin,rand,4096,4119,1.005615234375,incompressible,compressible,96,0.0234375,0.0,0
rand_0075.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,105,0.0234375,0.0078125,0
rand_0076.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,104,0.0234375,0.0,3
rand_0077.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.0,0
rand_0078.bin,rand,4096,4119,1.005615234375,incompressible,compressible,103,0.03125,0.0,0
rand_0079.bin,rand,4096,4119,1.005615234375,incompressible,compressible,100,0.03125,0.0,0
rand_0080.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,104,0.0234375,0.0078125,1
rand_0081.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,107,0.0234375,0.0,2
rand_0082.bin,rand,4096,4119,1.005615234375,incompressible,compressible,100,0.03125,0.0078125,0
rand_0083.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.03125,0.0,0
rand_0084.bin,rand,4096,4119,1.005615234375,incompressible,compressible,98,0.03125,0.015625,0
rand_0085.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,108,0.0234375,0.0,1
rand_0086.bin,rand,4096,4119,1.005615234375,incompressible,compressible,96,0.0234375,0.0,0
rand_0087.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.03125,0.0,3
rand_0088.bin,rand,4096,4119,1.005615234375,incompressible,compressible,96,0.0234375,0.0,2
rand_0089.bin,rand,4096,4119,1.005615234375,incompressible,compressible,93,0.03125,0.0,1
rand_0090.bin,rand,4096,4119,1.005615234375,incompressible,compressible,92,0.03125,0.0,1
rand_0091.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,105,0.0234375,0.0078125,1
rand_0092.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.03125,0.0,0
rand_0093.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,100,0.0234375,0.0,0
rand_0094.bin,rand,4096,4119,1.005615234375,incompressible,compressible,98,0.03125,0.015625,1
rand_0095.bin,rand,4096,4119,1.005615234375,incompressible,compressible,95,0.0234375,0.0,0
rand_0096.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.0,0
rand_0097.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,103,0.0234375,0.0,2
rand_0098.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,106,0.0234375,0.0,0
rand_0099.bin,rand,4096,4119,1.005615234375,incompressible,compressible,101,0.03125,0.0,1
rand_0100.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.0,0
rand_0101.bin,rand,4096,4119,1.005615234375,incompressible,compressible,96,0.0234375,0.0,1
rand_0102.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,108,0.0234375,0.015625,1
rand_0103.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.03125,0.0078125,2
rand_0104.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.0390625,0.0,0
rand_0105.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.0,0
rand_0106.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.0234375,0.0,0
rand_0107.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,103,0.0234375,0.0,0
rand_0108.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,108,0.0234375,0.015625,0
rand_0109.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.015625,0
rand_0110.bin,rand,4096,4119,1.005615234375,incompressible,compressible,91,0.03125,0.0078125,0
rand_0111.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,104,0.0234375,0.0078125,1
rand_0112.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.0390625,0.0,0
rand_0113.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,100,0.0234375,0.0,2
rand_0114.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.0,2
rand_0115.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.0078125,0
rand_0116.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.03125,0.0078125,1
rand_0117.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.03125,0.0078125,0
rand_0118.bin,rand,4096,4119,1.005615234375,incompressible,compressible,96,0.03125,0.0,0
rand_0119.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.0078125,0
rand_0120.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.0234375,0.0,0
rand_0121.bin,rand,4096,4119,1.005615234375,incompressible,compressible,101,0.03125,0.0,0
rand_0122.bin,rand,4096,4119,1.005615234375,incompressible,compressible,103,0.03125,0.0,0
rand_0123.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.0,1
rand_0124.bin,rand,4096,4119,1.005615234375,incompressible,compressible,96,0.03125,0.0078125,2
rand_0125.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,103,0.0234375,0.0,0
rand_0126.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,103,0.0234375,0.0,0
rand_0127.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.0078125,1
rand_0128.bin,rand,4096,4119,1.005615234375,incompressible,compressible,101,0.03125,0.0,0
rand_0129.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,103,0.0234375,0.0078125,1
rand_0130.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,107,0.0234375,0.0078125,1
rand_0131.bin,rand,4096,4119,1.005615234375,incompressible,compressible,98,0.03125,0.0,0
rand_0132.bin,rand,4096,4119,1.005615234375,incompressible,compressible,98,0.03125,0.015625,0
rand_0133.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.0078125,0
rand_0134.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.03125,0.0,0
rand_0135.bin,rand,4096,4119,1.005615234375,incompressible,compressible,105,0.03125,0.0078125,0
rand_0136.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,107,0.0234375,0.0078125,0
rand_0137.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.0,0
rand_0138.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.03125,0.0,1
rand_0139.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,107,0.0234375,0.015625,0
rand_0140.bin,rand,4096,4119,1.005615234375,incompressible,compressible,98,0.0390625,0.0078125,0
rand_0141.bin,rand,4096,4119,1.005615234375,incompressible,compressible,93,0.03125,0.0,0
rand_0142.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.0078125,0
rand_0143.bin,rand,4096,4119,1.005615234375,incompressible,compressible,102,0.0390625,0.0,0
rand_0144.bin,rand,4096,4119,1.005615234375,incompressible,compressible,103,0.03125,0.015625,2
rand_0145.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,103,0.0234375,0.0,0
rand_0146.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.0,0
rand_0147.bin,rand,4096,4119,1.005615234375,incompressible,compressible,98,0.0234375,0.0,0
rand_0148.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.0078125,0
rand_0149.bin,rand,4096,4119,1.005615234375,incompressible,compressible,98,0.0234375,0.0,0
rand_0150.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.0078125,2
rand_0151.bin,rand,4096,4119,1.005615234375,incompressible,compressible,106,0.03125,0.0,0
rand_0152.bin,rand,4096,4119,1.005615234375,incompressible,compressible,96,0.0234375,0.0,0
rand_0153.bin,rand,4096,4119,1.005615234375,incompressible,compressible,95,0.0234375,0.0078125,0
rand_0154.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.0,2
rand_0155.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.03125,0.0,0
rand_0156.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,104,0.0234375,0.0078125,1
rand_0157.bin,rand,4096,4119,1.005615234375,incompressible,compressible,102,0.03125,0.0,0
rand_0158.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,108,0.0234375,0.015625,1
rand_0159.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,104,0.0234375,0.0,0
rand_0160.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.0,0
rand_0161.bin,rand,4096,4119,1.005615234375,incompressible,compressible,95,0.0234375,0.0,2
rand_0162.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,105,0.0234375,0.0078125,0
rand_0163.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.0078125,0
rand_0164.bin,rand,4096,4119,1.005615234375,incompressible,compressible,96,0.0390625,0.015625,1
rand_0165.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,109,0.0234375,0.0078125,1
rand_0166.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,103,0.0234375,0.0,0
rand_0167.bin,rand,4096,4119,1.005615234375,incompressible,compressible,94,0.03125,0.0,1
rand_0168.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,108,0.0234375,0.0078125,1
rand_0169.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.03125,0.0,1
rand_0170.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,104,0.0234375,0.015625,0
rand_0171.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,106,0.0234375,0.0,0
rand_0172.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,103,0.0234375,0.0,0
rand_0173.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,100,0.0234375,0.0,0
rand_0174.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,104,0.0234375,0.0078125,0
rand_0175.bin,rand,4096,4119,1.005615234375,incompressible,compressible,106,0.03125,0.0078125,0
rand_0176.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.0,0
rand_0177.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,103,0.0234375,0.0078125,0
rand_0178.bin,rand,4096,4119,1.005615234375,incompressible,compressible,101,0.03125,0.015625,2
rand_0179.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.0078125,0
rand_0180.bin,rand,4096,4119,1.005615234375,incompressible,compressible,101,0.0390625,0.0,1
rand_0181.bin,rand,4096,4119,1.005615234375,incompressible,compressible,91,0.0234375,0.0078125,0
rand_0182.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.03125,0.0078125,1
rand_0183.bin,rand,4096,4119,1.005615234375,incompressible,compressible,89,0.03125,0.0,1
rand_0184.bin,rand,4096,4119,1.005615234375,incompressible,compressible,92,0.046875,0.015625,3
rand_0185.bin,rand,4096,4119,1.005615234375,incompressible,compressible,101,0.03125,0.0,0
rand_0186.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.03125,0.0078125,1
rand_0187.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,104,0.0234375,0.0,0
rand_0188.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.03125,0.0078125,1
rand_0189.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,104,0.0234375,0.0,0
rand_0190.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.0,0
rand_0191.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,107,0.0234375,0.0,1
rand_0192.bin,rand,4096,4119,1.005615234375,incompressible,compressible,98,0.03125,0.015625,1
rand_0193.bin,rand,4096,4119,1.005615234375,incompressible,compressible,71,0.046875,0.0,0
rand_0194.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,103,0.0234375,0.0,1
rand_0195.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.0078125,0
rand_0196.bin,rand,4096,4119,1.005615234375,incompressible,compressible,96,0.03125,0.0,0
rand_0197.bin,rand,4096,4119,1.005615234375,incompressible,compressible,100,0.03125,0.0,1
rand_0198.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,104,0.0234375,0.0,1
rand_0199.bin,rand,4096,4119,1.005615234375,incompressible,compressible,102,0.03125,0.0,0
rand_0200.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.03125,0.0,2
rand_0201.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.0234375,0.0,0
rand_0202.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.0234375,0.0,2
rand_0203.bin,rand,4096,4119,1.005615234375,incompressible,compressible,98,0.03125,0.0078125,3
rand_0204.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,105,0.0234375,0.0,1
rand_0205.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.0,0
rand_0206.bin,rand,4096,4119,1.005615234375,incompressible,compressible,102,0.03125,0.0,2
rand_0207.bin,rand,4096,4119,1.005615234375,incompressible,compressible,103,0.03125,0.0,1
rand_0208.bin,rand,4096,4119,1.005615234375,incompressible,compressible,96,0.03125,0.0,0
rand_0209.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,104,0.0234375,0.0,1
rand_0210.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.0078125,1
rand_0211.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,105,0.0234375,0.0078125,0
rand_0212.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,106,0.0234375,0.0,1
rand_0213.bin,rand,4096,4119,1.005615234375,incompressible,compressible,110,0.03125,0.0,1
rand_0214.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.03125,0.0078125,0
rand_0215.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.0,0
rand_0216.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,100,0.0234375,0.0,0
rand_0217.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,100,0.0234375,0.0078125,0
rand_0218.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,103,0.0234375,0.0,0
rand_0219.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.0,0
rand_0220.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.015625,0
rand_0221.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.0,1
rand_0222.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.0,1
rand_0223.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.0,0
rand_0224.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,104,0.0234375,0.0,0
rand_0225.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.03125,0.0,0
rand_0226.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,105,0.0234375,0.0,0
rand_0227.bin,rand,4096,4119,1.005615234375,incompressible,compressible,96,0.0234375,0.0078125,1
rand_0228.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,104,0.0234375,0.0,1
rand_0229.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,100,0.0234375,0.0,0
rand_0230.bin,rand,4096,4119,1.005615234375,incompressible,compressible,93,0.0234375,0.0,0
rand_0231.bin,rand,4096,4119,1.005615234375,incompressible,compressible,100,0.03125,0.0,0
rand_0232.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.0234375,0.0,1
rand_0233.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,108,0.0234375,0.0,1
rand_0234.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.03125,0.015625,0
rand_0235.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.0078125,0
rand_0236.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,103,0.0234375,0.0,0
rand_0237.bin,rand,4096,4119,1.005615234375,incompressible,compressible,102,0.03125,0.015625,1
rand_0238.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,107,0.0234375,0.0078125,2
rand_0239.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.0234375,0.0078125,0
rand_0240.bin,rand,4096,4119,1.005615234375,incompressible,compressible,100,0.03125,0.0,1
rand_0241.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.03125,0.0,1
rand_0242.bin,rand,4096,4119,1.005615234375,incompressible,compressible,102,0.03125,0.0,0
rand_0243.bin,rand,4096,4119,1.005615234375,incompressible,compressible,96,0.03125,0.0,2
rand_0244.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,100,0.0234375,0.0234375,1
rand_0245.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,100,0.0234375,0.0078125,0
rand_0246.bin,rand,4096,4119,1.005615234375,incompressible,compressible,96,0.03125,0.0,0
rand_0247.bin,rand,4096,4119,1.005615234375,incompressible,compressible,94,0.03125,0.0,1
rand_0248.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.0234375,0.0078125,1
rand_0249.bin,rand,4096,4119,1.005615234375,incompressible,compressible,109,0.03125,0.0,0
rand_0250.bin,rand,4096,4119,1.005615234375,incompressible,compressible,98,0.0234375,0.0078125,1
rand_0251.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.0234375,0.0,0
rand_0252.bin,rand,4096,4119,1.005615234375,incompressible,compressible,104,0.03125,0.0,0
rand_0253.bin,rand,4096,4119,1.005615234375,incompressible,compressible,96,0.0234375,0.0,1
rand_0254.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,103,0.0234375,0.0,1
rand_0255.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.03125,0.015625,3
rand_0256.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.0234375,0.0,0
rand_0257.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,105,0.0234375,0.0,1
rand_0258.bin,rand,4096,4119,1.005615234375,incompressible,compressible,98,0.0234375,0.0078125,1
rand_0259.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,105,0.0234375,0.015625,1
rand_0260.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,100,0.0234375,0.0,0
rand_0261.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.0234375,0.0,1
rand_0262.bin,rand,4096,4119,1.005615234375,incompressible,compressible,101,0.03125,0.0078125,0
rand_0263.bin,rand,4096,4119,1.005615234375,incompressible,compressible,93,0.0234375,0.0,2
rand_0264.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.03125,0.0078125,0
rand_0265.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,108,0.0234375,0.0,1
rand_0266.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,108,0.0234375,0.0078125,2
rand_0267.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,103,0.0234375,0.0,1
rand_0268.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.0234375,0.0078125,0
rand_0269.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.0234375,0.0,1
rand_0270.bin,rand,4096,4119,1.005615234375,incompressible,compressible,96,0.03125,0.0,2
rand_0271.bin,rand,4096,4119,1.005615234375,incompressible,compressible,100,0.03125,0.0,0
rand_0272.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,103,0.0234375,0.0,0
rand_0273.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,105,0.0234375,0.0,1
rand_0274.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,107,0.0234375,0.0078125,0
rand_0275.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,106,0.0234375,0.0,0
rand_0276.bin,rand,4096,4119,1.005615234375,incompressible,compressible,98,0.03125,0.0,2
rand_0277.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.0078125,2
rand_0278.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,105,0.0234375,0.0,1
rand_0279.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.0,2
rand_0280.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,106,0.0234375,0.0,2
rand_0281.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.0390625,0.0078125,1
rand_0282.bin,rand,4096,4119,1.005615234375,incompressible,compressible,98,0.03125,0.0,0
